age,firstAnimeAppearance,firstMangaAppearance,village,nameMeaning,notableFeatures,notableQuotes,rank,avatarSrc,description,name
33,Naruto Episode 86,Chapter 149,,,,,,https://narutoql.s3.amazonaws.com/Chouhan.jpg,Chouhan helped operate one of the most expensive gambling parlors in the Fire Country.,Chouhan
27,Naruto Episode 86,Chapter 150,,"""Tide"" or ""Feldspar""",,,,https://narutoql.s3.amazonaws.com/AkokiAniki.jpg,"Chouseki was an associate of the former Chuunin Gantetsu. He calls Gantetsu his ""aniki"" or elder brother or senior. As such he relies on the notoriety of Gantetsu being a missing-nin to bully people around.",Chouseki
,Naruto Episode 152,,,"""Eight Great Hells""",,,,https://narutoql.s3.amazonaws.com/Hachidai.jpg,"Hachidai was a miner in the River Country. He and fellow workers Sangorou and Rokusuke fled Katabami Kinzan when the homicidal practices of Kurosuki&apos;s Raiga emerged. On their journey away, a fierce storm knocked them off a mountain and they fell into a river below. The awoke far downstream in the Fire Country, where they were saved by Uzumaki Naruto. Hachidai then returned with his fellow workers when a squad was sent from Konoha to investigate the proceeding at Katabami Kinzan.",Hachidai
,Movie Two,,,,,,,https://narutoql.s3.amazonaws.com/Haido.jpg,Haido was a warlord searching for the Gelel Stone vein. This mysterious ore which had life giving powers was located in a land south of the Wind Country.,Haido
,Naruto Episode 168,,,,,,Unknown,https://narutoql.s3.amazonaws.com/Hakkaku.jpg,Hakkaku is a cooking ninja who studied alongside Ichiraku Ramen stand owner Teuchi.,Hakkaku
,Naruto Episode 17,Chapter 29,,,,,,https://narutoql.s3.amazonaws.com/HakuFather.jpg,"Raising his young son Haku with his wife in a snowy village in the Water Country, this man was a loving father and husband.",Haku's Father (Unnamed)
,Naruto Episode 17,Chapter 29,,,,,,https://narutoql.s3.amazonaws.com/HakuMother.jpg,"Raising her young son Haku with her husband in a snowy village in the Water Country, this woman was a loving mother and wife. She hailed from a bloodline clan in the Water Country and left her clan when the country turned against the bloodlines. She chose to hide her powers and the power she passed on to her son from her husband. When Haku saw that he could manipulate nearby water, she scolded him and tried to prevent him from showing his powers.",Haku's Mother (Unnamed)
,Naruto Episode 187,,,,,,,https://narutoql.s3.amazonaws.com/Haruna.jpg,Haruna was the daughter of the Vegetable Country Daimyou.,Haruna
,Naruto Episode 271,NA,Leaf Village,,,,Potential Jounin,https://narutoql.s3.amazonaws.com/Kizashi.jpg,Kizashi is the father of Haruno Sakura. He is married to Mebuki and both serve as ninja in the village.,Haruno Kizashi
,Naruto Episode 271,NA,Leaf Village,,,,Potential Jounin,https://narutoql.s3.amazonaws.com/Mebuki.jpg,Mebuki is the Mother of Haruno Sakura. She is married to Kizashi and both serve as ninja in the village.,Haruno Mebuki
24,Naruto Episode 25,Chapter 44,Leaf Village,,,,Chuunin,https://narutoql.s3.amazonaws.com/Hamase.jpg,"During the first test of the Chuunin Exam, undercover Chuunin Examiners pretended to be students. These individuals knew all the answers to the first test and they were there for the other students to spy on. Hayase was such a Chuunin Examiner. If the students were able to spy and copy the undercover Examiners answers without being caught, they were then able to write down the answers. If the real Genin were caught spying though, they would have two points deducted from their tests. If the Genin got caught five times, they were out of the Exam for good.",Hayase
9,Naruto Episode 56,Chapter 94,Leaf Village,,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Hibari.jpg,"Hibari was Konohamaru&apos;s classmate at the Ninja Academy. Like her fellow classmates, she wondered who would become the next Hokage.",Hibari
26,Naruto Episode 24,Chapter 40,Leaf Village,,,,Chunin,https://narutoql.s3.amazonaws.com/HijiriShimon.jpg,Hijiri Shimon helped preside over the Chuunin Exam. He and the other general examiners were elite Chuunin.,Hijiri Shimon
,Naruto Episode 102,,,,,,,https://narutoql.s3.amazonaws.com/Fukusuke.jpg,Hikyakuya Fukusuke was sponsored by the Wagarashi family to run in the Todoroki Shrine Offering race.,Hikyakuya Fukusuke
,OAV Special #2,,,,,,,https://narutoql.s3.amazonaws.com/Himatsu.jpg,"Himatsu is a young villager from Hidden Waterfall. Young and idealistic, Himatsu looked up to Hidden Waterfall leader Shibuki, and hoped he could save the village when ninja lead by village missing-nin Suien attacked.",Himatsu
,OAV Special #2,,Rain Village,,,,Unknown (Potential Chuunin - Missing-Nin),https://narutoql.s3.amazonaws.com/Hisame.jpg,Hisame is a female ninja from Hidden Rain. She is said to be the most intelligent of Hidden Rain&apos;s ninja. Hisame left her village behind to seek the Hero Water of Hidden Waterfall village.,Hisame
,Naruto Episode 170,,,,,,,https://narutoql.s3.amazonaws.com/Hitode.jpg,"Hitode was charged with protecting the gold boats bound for the Water Country. Because the Sea Country lacked a ninja village, it would send payment to the Water Country so its ninja could render protection.",Hitode
,Naruto Episode 164,,,North Star,,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/BirdNinja.jpg,"Hokushin and his partner Nagare are wandering ninja. Hokushin travels the world gathering jutsu and creating his own variations. The two men also act as mercenaries, working for whoever pays for their services.",Hokushin
,Naruto Episode 178,,Star Village,The North Star,,,Unknown (Probably Genin),https://narutoql.s3.amazonaws.com/Hokuto.jpg,Hokuto is a young ninja in Hidden Star Village. She and her fellow ninja used the chakra enhancing meteor to increase their powers. She shared an expensive sweet bean jelly treat with Naruto and developed a slight crush on him.,Hokuto
,Naruto Episode 181,,Star Village,Firefly light,,,Unknown (Probably Jounin),https://narutoql.s3.amazonaws.com/Hotarubi.jpg,"Hotarubi and his wife were Star ninja who had completed the chakra enhancing meteor star training. When they had seen the bad side effects the meteor had on their fellow trainees, they stole the star and fled the village. The ""Hoshikage"" and his loyal ANBU tracked them down and made them return the star. They were forced to leave the village, but he promised to stop the star training. Unfortunately that meant leaving their young son Sumaru behind. He would continue to grow up in the village, living under the assumption his parents had been killed by foreign ninja who had wanted to take the meteor.",Hotarubi
,Naruto Episode 180,,Star Village,Third StarShadow,,,Unknown (Probably Jounin Officially),https://narutoql.s3.amazonaws.com/3rdHoshikage.jpg,"Sandaime ""Hoshikage"" was the leader of Hidden Star Village. He and his predecessors broke from tradition and thought their power great enough to use the ""Kage"" title. This was a title normally reserved for the leaders of the Five Great Shinobi Countries. They felt the meteor chakra training would increase the village&apos;s power and put them on equal footing with the five other countries. He later banned the Kujaku Myouhou meteor training because of the fatal side effects it had on trainees.","Sandaime ""Hoshikage"""
,Naruto Episode 216,,,"A name, Hou=treasure or wealth Ki=Turtle or tortoise",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Houki3.jpg,Houki was the leader of the Shitenshounin (Four Heavenly Directions) group. He and his comrades abducted Sand student Matsuri to draw Gaara away from Suna. They hoped to use Shukaku&apos;s chakra to resurrect their village founder Seimei.,Houki
18,Naruto Episode 25,Chapter 43,Leaf Village,"Legislation, Sound of a gun, Sewing, A name",,,Genin,https://narutoql.s3.amazonaws.com/Housei.jpg,"Housei was a Genin from Hidden Leaf who participated in the Chuunin exam. When Morino Ibiki laid of the terms for the tenth and final question of the first test, he caved to the pressure and chose to withdraw.",Housei
26,Naruto Episode 135,Chapter 235,Leaf Village,"""Compensation"", ""bonus"", ""singing"", ""medal""",Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Houshou.jpg,This Medical-Nin served in Konoha Hospital.,Houshou
,Shippuuden Episode 35,Chapter 285,Leaf Village,"Straw bag, sack, ballot, table, leopard, hail",,,,https://narutoql.s3.amazonaws.com/Ne.jpg,Hyou was a Ne (Root) ANBU member who served in Leaf Village under Danzou.,Hyou
26,Naruto Episode 39,Chapter 68,Leaf Village,ashi=leg or foot,Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Iyashi.jpg,"During the preliminaries for the third test of the Chuunin exam, this Medical-Nin checked on the health status of Uchiha Sasuke.",Iashi
28,Naruto Episode 1,Chapter 1,,"""Thorn"", ""briar"", a name",,,,https://narutoql.s3.amazonaws.com/Ibara.jpg,"Ibara is the parent of a Genin ninja in Konoha. Like some adults, she views Naruto as the demon fox itself, and looks down upon his existance.",Ibara
22,Naruto Episode 25,Chapter 43,Leaf Village,"An ear of rice, also a name",,,Genin,https://narutoql.s3.amazonaws.com/Inaho.jpg,"Inaho was a Genin from Hidden Leaf who participated in the Chuunin exam. When his teammate Komugi decided to drop out of the test, fearing he could not pass it to become Chuunin, Inaho had to drop out as well.",Inaho
,Naruto Episode 169,,,A fire for luring fish at night,,,,https://narutoql.s3.amazonaws.com/Isaribi.jpg,Isaribi was an experimental subject of Orochimaru and Amachi. Orphaned she lived on her own and had to deal with the results of the experimentation.,Isaribi
,Movie Three,,,,,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Ishidate.jpg,"Ishidate was wandering ninja who was hired by Moon Country minister Shabadaba. Ishidate utilized a gauntlet which allowed him to control stone and petrify any living material he touched. He used this power in an assassination attempt against the current king. When ninja from Konoha came protecting the heir to the throne, Ishidate did battle with them. He was eventually defeated in battle by Uzumaki Naruto.",Ishidate
52,Naruto Episode 86,Chapter 149,,,,,,https://narutoql.s3.amazonaws.com/Jantou.jpg,"Jantou helped operate one of the most expensive gambling parlors in the Fire Country. When Tsunade came to his hall, he and his partner Souzu used her ""Legendary"" sucker status to make a lot of money off her. Later, when Jiraiya asked around to see if anyone had seen her, he and Souzu were able to provide Jiraiya information as to her location.",Jantou
,Naruto Episode 187,,,"Self-portrait, the ego, long",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Jiga.jpg,"Jiga was the middle Janin brother. The Janin sought to take control of a land and set their sights on the Vegetable Country. By bribing ministers within the country, the brothers seized control and killed the country&apos;s Daimyou. The trio then set their sights on the remaining heir to the throne, the Daimyou&apos;s daughter Haruna. Jiga ingested iron in his youth, giving him the ability to magnetically control iron.",Jiga
16,,Chapter 42,Leaf Village,Obvious or trivial,,,Genin,https://narutoql.s3.amazonaws.com/Jimei.jpg,Jimei was a Genin who participated in the Chuunin Exam. He and his team did not pass the first test of the exam.,Jimei
,Naruto Episode 186,,,,,,,https://narutoql.s3.amazonaws.com/Fuuta.jpg,"Kagetsu Fuuta was the eldest son of Kagetsu Toubei. When his father died, his will stated that Fuuta would inherit his fortune as long as he didn&apos;t laugh during the funeral. Should he laugh, the fortune would be divided evenly among the rest of the clan. Fuuta&apos;s sibling Tsukiko and the rest of the family were determined to make Fuuta laugh. However, Fuuta had hired ninja from Konoha to act in his stead during the funeral.",Kagetsu Fuuta
,Naruto Episode 186,,,,,,,https://narutoql.s3.amazonaws.com/Mai.jpg,Kagetsu Mai was the youngest daughter of Kagetsu Toubei. She assisted her father in faking his death.,Kagetsu Mai
,Naruto Episode 186,,,,,,,https://narutoql.s3.amazonaws.com/Toubei.jpg,Kagetsu Toubei was a medicinal herb seller in Motoyoshi Village. He and his family were poor and he often joked to bring some happiness to their lives. One day he found some medical herbs on their mountain which he used to make a fortune in wealth. The clan prospered but he became dissatisfied with the way the clan became focused on wealth.,Kagetsu Toubei
,Naruto Episode 186,,,,,,,https://narutoql.s3.amazonaws.com/Tsukiko.jpg,"Kagetsu Tsukiko was the oldest daughter of Kagetsu Toubei. She had left the family five years previously and returned when her father passed away. His will specified she could inherit a portion of his fortune if her older brother Fuuta was to laugh during the funeral. She and her fellow clan members did their best to make him laugh. She was shocked when her father revealed he was alive. When he stated he wanted them to not focus on money and enjoy life again, she once again could find some humor in life.",Kagetsu Tsukiko
,Movie Two,,,,,,,https://narutoql.s3.amazonaws.com/Kahiko.jpg,"Kahiko was an elder who lead a wandering caravan. This clan was the descendents of Gelel stone ore miners. His constant companion was Nerugui, a ferret precious to the group. When Nerugui went missing, he hired ninja from Konoha to find him.",Kahiko
,Naruto Episode 175,,,"Kai=Sea sen=fresh, brillant; Agari=A name, rise, finish",,,,https://narutoql.s3.amazonaws.com/KaisenAgari.jpg,"Kaisen Agari was an old friend of Tsunade. The team of Naruto, Hinata and Kiba were brought before the Hokage and dispatched on a mission to find a treasure for Agari. When they finally located the treasure, Agari captured them. The Leaf ninja then saw three of Agari&apos;s companions take on their appearance. The duplicates stated they were going to destroy Konoha and left the Genin behind to die in a trap. The Genin escaped and rushed back to Konoha to stop their duplicates. The three then learned it had all been a test by Tsunade and Agari, as the three Genin had failed a previous mission. Agari was the head of the Kedouin clan, a family who has the ability to take on the characteristics of their targets. The family then took their leave, leaving Tsunade the farewell gift of a bill.",Kaisen Agari
39,Naruto Episode 7,Chapter 11,,Rudder or helm,,,,https://narutoql.s3.amazonaws.com/Kaji.jpg,"Kaji carried the bridge builder Tazuna and Team 7 to the Wave Country on his boat. Fearing danger from being near Tazuna, he quickly left after delivering the travelers.",Kaji
,Movie 1,,,"Kakuyoku=a type of wing, Fubuki=""Snow Storm""",,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Fubuki.jpg,Kakuyoku Fubuki served as a Snow Country ninja under the command of Daimyou Kazahana Dotou.,Kakuyoku Fubuki
,Movie Two,,,,,,,https://narutoql.s3.amazonaws.com/Kamira.jpg,"Kamira served as a knight in Haido&apos;s ""Utopian"" army. Kamira could change her form to that of a bat, presumably due to the influence of the Gelel stone.",Kamira
,Naruto Episode 148,,Rock Village,Kamizuru=A name; Ka=Above mizu=Water ru=Current; Jibachi=Digger-wasp,,,Unknown,https://narutoql.s3.amazonaws.com/Jibachi.jpg,Jibachi was a member of the Kamizuru clan and served as a ninja for Hidden Rock.,(Kamizuru) Jibachi
,Naruto Episode 148,,Rock Village,"Kamizuru=A name; Ka=Above mizu=Water ru=Current; Kuro=Black bachi=Bee, wasp or hornet",,,Unknown,https://narutoql.s3.amazonaws.com/Kurobachi.jpg,Kurobachi was a member of the Kamizuru clan and served as a ninja for Hidden Rock.,(Kamizuru) Kurobachi
,Naruto Episode 148,,Rock Village,Kamizuru=A name; Ka=Above mizu=Water ru=Current; Suzumebachi=Wasp or hornet,,,Unknown,https://narutoql.s3.amazonaws.com/Suzumebachi.jpg,Suzumebachi was a member of the Kamizuru clan and served as a ninja for Hidden Rock.,(Kamizuru) Suzumebachi
,Naruto Episode 152,,,"A type of fish, kan=coffin",,,,https://narutoql.s3.amazonaws.com/NAI.jpg,"Kanpachi was a miner in the River Country. He was buried alive when he fell from favor with Katabami Kinzan&apos;s overload Kurosuki Raiga. His friend Rokusuke tried to save Kanpachi several days later, but arrived too late.",Kanpachi
27,Naruto Episode 63,Chapter 105,Leaf Village,A traditional Chinese medicine,Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Kasobou.jpg,This Medical-Nin served during the third test of the Chuunin Exam.,Kanpou
28,Naruto Episode 55,Chapter 93,Leaf Village,"An aroma or fragrance, also a name",,,,https://narutoql.s3.amazonaws.com/Kaori.jpg,Kaori acts as a nurse at Konoha Hospital. She helps treat many of the ninja and villagers who come to seek medical attention.,Kaori
,Naruto Episode 152,,,Mustard or seasoning,,,,https://narutoql.s3.amazonaws.com/Karashi.jpg,"Karashi was a cook at the Curry of Life Shop in the River Country. Rather bored with life he was inspired by Rock Lee to cook again. When Kurosuki Raiga came and took over Katabami Kinzan, he was impressed with the missing-nin so he left his job and joined Raiga&apos;s forces.",Karashi
22,Movie Three,,,,,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Karenbana.jpg,"Karenbana was wandering ninja who was hired by Moon Country minister Shabadaba. Though she appeared young, Karenbana was actually a twenty-two year old woman who wore perfume. Karenbana used an odorless neurological airborne mist which confused the senses of her enemies. She was eventually defeated in battle by Haruno Sakura who used her intellect to focus and locate the hidden Karenbana, she then used the strength taught to her by her master Tsunade to knock Karenbana out.",Karenbana
6,Naruto Episode 75,Chapter 129,Sand Village,,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Kashike.jpg,"Kashike and her friends were playing with a ball in Hidden Sand several years before the start of the series. When their ball got caught on a roof, a young Gaara used his sand to get it down. Kashike and the others were frightened of Gaara and the powers he wielded. They ran and Gaara sought to stop them to show them he meant to return their ball. His sand wrapped around Kashike and the others. As it began to constrict Yashamaru arrived to save them and escort Gaara away.",Kashike
12,Naruto Episode 41,Chapter 71,Leaf Village,"""mist"", also a name",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Kasumi.jpg,Kasumi was a classmate of Sakura and Ino at the Ninja Academy. Kasumi would often hang out with Fuki and the class bully Ami.,Kasumi
41,Naruto Episode 86,Chapter 150,,,,,,https://narutoql.s3.amazonaws.com/Kasabune.jpg,"Kazabune sold balloons in a smal stand near a men&apos;s club. When Jiraiya struck Gantetsu with a Rasengan, he went flying into Kazabune&apos;s stand. To pay for the destruction, Jiraiya took Gantetsu&apos;s wallet and gave it to Kazabune.",Kazabune
,Movie 1,,,Kazahana=Snowflake; Dotou=Surging waves,,,,https://narutoql.s3.amazonaws.com/Dotou.jpg,"Kazahana Dotou is the current daimyou of the Snow Country. He ascended to power after the death of his older brother. Seeking more influence, Dotou began to accumulate military power to challenge the surrounding countries.",Daimyou Kazahana Dotou
,Movie 1,,,Kazahana=Snowflake; Koyuki=A light or powdered snow,,,,https://narutoql.s3.amazonaws.com/Koyuki.jpg,Koyuki was the only daughter of the Snow Country Daimyou Kazahana Sousetsu. She disappeared 10 years previously during the time of the tragic death of her father.,Kazahana Koyuki
,Movie 1,,,"Kazahana=Snowflake, Sousetsu=Frost and snow",,,,https://narutoql.s3.amazonaws.com/Sousetsu.jpg,"Feudal Lord Kazahana Sousetsu served as the ruler of the Snow Country 10 years previously. He dreamed his only daughter Koyuki would one day rule the Snow Country. Under tragic circumstances Sousetsu died and his brother Dotou ascended to power, the whereabouts of his daughter are unknown.",Daimyou Kazahana Sousetsu
,Naruto Episode 27,Chapter 45,Waterfall Village,"A name, A sect of Buddhism",,,Genin,https://narutoql.s3.amazonaws.com/Kegon.jpg,Kegon was a Genin from Hidden Waterfall who participated in the Chuunin exam. He and his team passed the first portion of the test but did not make it past the second. During the second test his team had the Earth scroll and left from Gate 23.,Kegon
,Naruto Episode 187,,,"A name, Kiku=chrysanthemum no=of jou=help",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Kikunojou.jpg,"Kikunojou was a ninja from the Vegetable Country. Trained in Flower Ninjutsu, he acted as the personal bodyguard to Princess Haruna.",Kikunojou
,OAV Special #2,,Rain Village,A drizzle or light rain,,,Unknown (Potential Chuunin - Missing-Nin),https://narutoql.s3.amazonaws.com/Kirisame.jpg,Kirisame is a Missing-Nin from Hidden Rain. He helped Suien attack Hidden Waterfall to take its Hero Water.,Kirisame
27,Naruto Episode 135,Chapter 235,Leaf Village,"""Cylinder"" or ""Prayer""",Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Kitou.jpg,This Medical-Nin served in Konoha Hospital.,Kitou
19,Naruto Episode 81,Chapter 140,,A type of fish,,,,https://narutoql.s3.amazonaws.com/Kohada.jpg,"Kohada worked at a sushi shop in the Fire Country. One day when she went to an onsen to relax, she was spied upon by the pervert Jiraiya.",Kohada
16,Naruto Episode 24,Chapter 42,Sand Village,A constellation,,,Genin,https://narutoql.s3.amazonaws.com/Komaz.jpg,"Komaza was a Genin from Hidden Sand who participated in the Chuunin exam. When he challenged the examiners ability to actually prove he was cheating, Tobitake Tonbo pinned him against a wall and said their strength was proof enough they were correct.",Komaza
23,Naruto Episode 25,Chapter 43,Leaf Village,"""Wheat"", also a name",,,Genin,https://narutoql.s3.amazonaws.com/Komugi.jpg,"Komugi was a Genin from Hidden Leaf who participated in the Chuunin exam. When faced with the possibility of either failing the last question of the first exam and staying a Genin forever or quitting and being able to try again, Komugi decided to quit to try again for the future. Because the exam had to be taken as a team, his quitting forced his teammates Inaho and Gennai to drop out as well.",Komugi
,Movie Three,,,,,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Kongou.jpg,"Kongou was wandering ninja who was hired by Moon Country minister Shabadaba. Kongou used an odorless neurological airborne mist which confused the senses of his enemies. He then used his lumbering power to beat them unconscious. Kongou was eventually defeated in battle by Rock Lee, who used his speed and power to overcome the slowdown affects of the powder.",Kongou
,Movie Three,,,,,,,https://narutoql.s3.amazonaws.com/Korega.jpg,"Captain Korega was a security officer loyal to the King of the Moon Country. When Moon Country minister shabadaba attempted a coup, Korega spirited the King away into hiding. He eventually lost his life protecting the king&apos;s heir Michiru.",Korega
10,Naruto Episode 56,Chapter 94,Leaf Village,"An edict, good deed",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Kouji.jpg,Kouji was Konohamaru&apos;s classmate at the Ninja Academy. He felt that one day he would become Hokage because he would then be strong and cool. Though Iruka felt Kouji would need to improve his grades before he let that dream get the best of him.,Kouji
,Naruto Episode 162,,,"kou=""Crimson"" mei=""light""",,,,https://narutoql.s3.amazonaws.com/Koumei.jpg,"Koumei served as the Chief Strategist for Bird Country Daimyou Oowashi. In this position he was in charge of the country&apos;s ninja division. When Oowashi died, Koumei sought to be selected as the new Daimyou. To avoid a conflict, the former Daimyou&apos;s chief advisor selected the Daimyou&apos;s son instead. Koumei disapproved of the selection.",Koumei
6,Naruto Episode 129,Chapter 221,Leaf Village,"A ballad, a name",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Kouta.jpg,Kouta was a classmate of Sasuke&apos;s when he first entered into the Ninja Academy. He and his friend wondered if Sasuke was awesome since he from the Uchiha clan.,Kouta
,Naruto Episode 216,,,Peacock,,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Kujaku.jpg,Kujaku is a Wind element using kunoichi in the Shitenshounin (Four Heavenly Directions) group. She and her comrades abducted Sand student Matsuri to draw Gaara away from Suna. They hoped to use Shukaku&apos;s chakra to resurrect their village founder Seimei.,Kujaku
,Naruto Episode 174,,,,,,,https://narutoql.s3.amazonaws.com/Kunihisa.jpg,"Kunihisa was the spoiled son of a rich jewler. Kunihisa dreamed of being a ninja so his father came to his friend Tsunade looking for help. Tsunade directed Naruto to ""play"" ninja with Kunihisa. Naruto grew tired of Kunihisa&apos;s spoiled attitude and the way he treated his bodyguards. Naruto argued that Kunihisa could not solve everything with money but the young boy would not listen. When two kidnappers targetted Kunihisa, they used the money Kunihisa had wastefully tossed aside to buy his bodyguard&apos;s loyalty. Naruto managed to escape with Kunihisa and the boys faced a situation where Kunihisa had to overcome his fear. Naruto was in trouble but Kunihisa moved to save him. They then returned to Konoha with Kunihisa having a better attitude towards life. Kunihisa thanked Naruto and asked him to visit in the future.",Kunihisa
,Naruto Episode 174,,,,,,,https://narutoql.s3.amazonaws.com/Kunijirou.jpg,"Kunijirou was a rich jeweler and old acquaintance of Tsunade. When his son wanted to find out what it meant to be a ninja, they took a trip to Konoha.",Kunijirou
,Naruto Episode 207,,Leaf Village,"Ku=saddle rama=horse, Murakumo=As kanji means gathering clouds",,,,https://narutoql.s3.amazonaws.com/Murakumo.jpg,Kurama Murakumo was the husband of Uroko and the father of Yakumo. His daughter was a savant in Genjutsu and the pride of their clan. Murakumo went to Sandaime Hokage and requested a special tutor for his daughter to help her control and master her powerful Genjutsu abilities. He and his wife were later caught in a fire and killed.,Kurama Murakumo
,Naruto Episode 207,,Leaf Village,"Ku=saddle rama=horse, Uroko=As kanji means fish scale",,,,https://narutoql.s3.amazonaws.com/Uroko.jpg,Kurama Uroko was the wife of Murakumo and the mother of Yakumo. Her daughter was a savant in Genjutsu and the pride of their clan. She and her husband were caught in a fire and killed.,Kurama Uroko
,Naruto Episode 203,,Leaf Village,"Ku=saddle rama=horse, Ya=eight kumo=clouds",,,#NAME?,https://narutoql.s3.amazonaws.com/Yakumo.jpg,"Yakumo was the heir of the Kurama clan. A savant in Genjutsu she was the pride of her clan. When her parents were killed in a fire, she was turned over to Yuuhi Kurenai to watch over. Sandaime felt Yakumo&apos;s talents were wild and could bring about disaster for Konoha. Kurenai later felt she could not properly train the young woman, so her powers were sealed away and she was sent to a mountain retreat for her own protection.",Kurama Yakumo
,Naruto Episode 152,,Mist Village,"Kuro=Black suki=The kanji used means plow, suki can mean emptiness and love also; Rai=Thunder, lightning bolt ga=Fang",Mist Seven Swordsmen member,,Unknown (Probably Jounin),https://narutoql.s3.amazonaws.com/Raiga.jpg,"One of the Seven Swordsmen Shinobi of the Mist, Kurosuki Raiga served as a ninja for Hidden Mist. He fled the Water Country with young orphan Ranmaru. The two formed a unique partnership, with Raiga becoming Ranmaru&apos;s arms and legs and the young boy helping him in return with his enhanced set of eyes. Unfortunately the partnership allowed Raiga&apos;s disturbed over-emotionalness to find release.",Kurosuki Raiga
23,Naruto Episode 33,Chapter 19,,Key or wedge,,,,https://narutoql.s3.amazonaws.com/Kusabi.jpg,Kusabi worked as a mercenary for the shipping magnate Gat&#xFFFD;.,Kusabi
29,Naruto Episode 86,Chapter 150,,,,,,https://narutoql.s3.amazonaws.com/Kusuma.jpg,Kusuma sold masks alongside other vendors. Naruto bought one of his masks when he traveled to the city with Jiraiya on their journey to find Tsunade.,Kusuma
,Movie Four,,,,Medical-Nin,,,https://narutoql.s3.amazonaws.com/Kusuna.jpg,Kusuna was a ninja skilled in the dark medical arts. He worked alongside three other ninja under the direction of Yomi.,Kusuna
24,Naruto Episode 135,Chapter 235,Leaf Village,"A name, strangeness or curiosity",Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Kusushi.jpg,This Medical-Nin served in Konoha Hospital.,Kusushi
,Naruto Episode 116,Chapter 194,Sound Village,Giant Spider,,,,https://narutoql.s3.amazonaws.com/GiantSpider.jpg,This giant spider is the personal summon of Sound ninja Kidoumaru. She has the ability to emit an egg sack which quickly spawns baby giant spiders. Both she and her offspring have the ability to emit a strong and sticky threading imbued with chakra to bind their targets.,Kyoudai Gumo (Giant Spider)
23,Shippuuden Episode 122,Chapter 355,,,,,,https://narutoql.s3.amazonaws.com/Kyouya.jpg,Kyouya acts as one of Akatsuki member Kakazu&apos;s account managers. He is the subordinate of head account manager Ginji,Kyouya
,Shippuuden Episode 12,Chapter 270,Sand Village,As kanji can mean roll of cloth,,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/Maki.jpg,Maki is a kunoichi in Suna. She is a specialist with Nunoshibari no Jutsu.,Maki
28,,Chapter 320,,Japanese Pine Tree,,,,https://narutoql.s3.amazonaws.com/Matsu.jpg,"Matsu worked alongside Nishi as new cooks at Ichiraku Ramen. Both men had trouble getting food cooked for customers, messing up their first few meals several times.",Matsu
,Naruto Episode 213,,,A bamboo shoot cooking style,,,,https://narutoql.s3.amazonaws.com/Menma.jpg,Menma was a teenager who was orphaned at a young age. He was taken in by a clan based in the Rice Field Country. When Hidden Sound was founded many of the most skilled clan members left to join. The remaining clan members under the leadership of Shiin turned to banditry. One excursion to a mining town turned violent and Menma was traumatized. He used a memory loss jutsu on himself and left his clan behind.,Menma
20,Naruto Episode 65,Chapter 110,Grass Village,Greenery,,,Chuunin,https://narutoql.s3.amazonaws.com/Midori.jpg,Midori and his partner Tsuba were personal guards of a Grass Country feudal lord during the third test of the Chuunin Exam.,Midori
,Naruto Episode 145,,Leaf Village,"Midori=Greenery, Kusa=Grass, weed ha=tooth, leaf",,,Chuunin,https://narutoql.s3.amazonaws.com/NAI.jpg,Midori Kusaha served as a Chuunin in Hidden Leaf Village. He taught at the Ninja Academy several years before the start of the series. It is unknown if he is still alive.,Midori Kusaha
25,Naruto Episode 68,Chapter 124,Leaf Village,,,,Chuunin,https://narutoql.s3.amazonaws.com/gear/ClothingMain.jpg,Mifu Shinobu served as a ninja in Hidden Leaf.,Mifu Shinobu
22,Naruto Episode 123,Chapter 210,Leaf Village,To polish or improve,Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Migaki.jpg,"This Medical-Nin served in Konoha Hospital. Note that the anime changed Migaki&apos;s appearance, his bio image has been changed to reflect his manga look.",Migaki
